compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
pronto-socorro,pronto-socorro,[True],Há crianças que chegam esqueléticas ao pronto-socorro .,"[False, False, False, False, False, False, True, False]",Há crianças que chegam esqueléticas ao pronto-socorro .,"[True, True, True, True, True, True, True, True]",Há crianças que chegam esqueléticas ao pronto .,"[False, False, False, False, False, False, True, False]",Há crianças que chegam esqueléticas ao socorro .,"[False, False, False, False, False, False, True, False]",Há crianças que chegam esqueléticas ao socorro normal .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao pronto coiso .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas à assistência pronta .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao socorro rápido .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas à assistência rápida .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao hospital .,"[False, False, False, False, False, False, True, False]",Há crianças que chegam esqueléticas às rodas cinematográficas .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao deputado federal .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas às juntas revolucionárias .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao tapete vermelho .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas às fotos nítidas .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao alarme falso .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas aos impulsos telefónicos .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao alto mar .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas aos proeminentes advogados .,"[False, False, False, False, False, False, True, True, False]",Há crianças que chegam esqueléticas ao paraíso fiscal .,"[False, False, False, False, False, False, True, True, False]"
puro-sangue,puro-sangue,[True],A paixão é como um legítimo cavalo puro-sangue .,"[False, False, False, False, False, False, False, True, False]",A paixão é como um legítimo cavalo puro-sangue .,"[True, True, True, True, True, True, True, True, True]",A paixão é como um legítimo cavalo puro .,"[False, False, False, False, False, False, False, True, False]",A paixão é como um legítimo cavalo sangue .,"[False, False, False, False, False, False, False, True, False]",A paixão é como um legítimo cavalo sangue normal .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo puro coiso .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo pura plasma .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo sangue autêntico .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo plasma autêntico .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo de raça .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo conjunto hidráulico .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo colégio militar .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo filho paralítico .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo ano-novo .,"[False, False, False, False, False, False, False, True, False]",A paixão é como um legítimo cavalo manual básico .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo tempo real .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo agente intermediário .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo pão-duro .,"[False, False, False, False, False, False, False, True, False]",A paixão é como um legítimo cavalo padrão artificial .,"[False, False, False, False, False, False, False, True, True, False]",A paixão é como um legítimo cavalo café colonial .,"[False, False, False, False, False, False, False, True, True, False]"
quadro-negro,quadro-negro,[True],O primeiro cardápio da rede era escrito em um quadro-negro .,"[False, False, False, False, False, False, False, False, False, True, False]",O primeiro cardápio da rede era escrito em um quadro-negro .,"[True, True, True, True, True, True, True, True, True, True, True]",O primeiro cardápio da rede era escrito em um quadro .,"[False, False, False, False, False, False, False, False, False, True, False]",O primeiro cardápio da rede era escrito em um negro .,"[False, False, False, False, False, False, False, False, False, True, False]",O primeiro cardápio da rede era escrito em um quadro normal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um coiso negro .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um quadro preto .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um painel negro .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um painel preto .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em uma lousa .,"[False, False, False, False, False, False, False, False, False, True, False]",O primeiro cardápio da rede era escrito em um líder sudanês .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um círculo vicioso .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um modo inverso .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um Pé-frio .,"[False, False, False, False, False, False, False, False, False, True, False]",O primeiro cardápio da rede era escrito em uma preparação cultural .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um bode expiatório .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em uma difícil gestão .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um deputado federal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em uma realidade fiscal .,"[False, False, False, False, False, False, False, False, False, True, True, False]",O primeiro cardápio da rede era escrito em um carro-forte .,"[False, False, False, False, False, False, False, False, False, True, False]"
queda livre,queda livre,"[True, True]",De facto o PIB grego permaneceu em uma queda livre ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma queda livre ininterrupta .,"[True, True, True, True, True, True, True, True, True, True, True, True]",De facto o PIB grego permaneceu em uma queda ininterrupta .,"[False, False, False, False, False, False, False, False, True, False, False]",De facto o PIB grego permaneceu em uma livre ininterrupta .,"[False, False, False, False, False, False, False, False, True, False, False]",De facto o PIB grego permaneceu em uma queda normal ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma coisa livre ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma queda liberta ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma caída livre ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma caída liberta ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma queda ininterrupta .,"[False, False, False, False, False, False, False, False, True, False, False]",De facto o PIB grego permaneceu em uma imagem brasileira ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma poção mágica ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma fisionomia geral ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma primeira-dama ininterrupta .,"[False, False, False, False, False, False, False, False, True, False, False]",De facto o PIB grego permaneceu em um concerto especial ininterrupto .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma câmara fria ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em um grupo heterogêneo ininterrupto .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma montanha-russa ininterrupta .,"[False, False, False, False, False, False, False, False, True, False, False]",De facto o PIB grego permaneceu em uma sindicância geral ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]",De facto o PIB grego permaneceu em uma terceira pessoa ininterrupta .,"[False, False, False, False, False, False, False, False, True, True, False, False]"
quinta categoria,quinta categoria,"[True, True]",Somos um carro novo rodando a todo vapor com combustível de quinta categoria .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de quinta categoria .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Somos um carro novo rodando a todo vapor com combustível de quinta .,"[False, False, False, False, False, False, False, False, False, False, False, True, False]",Somos um carro novo rodando a todo vapor com combustível de categoria .,"[False, False, False, False, False, False, False, False, False, False, False, True, False]",Somos um carro novo rodando a todo vapor com combustível de categoria normal .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de quinta coisa .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de quinta classe .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de quarta categoria .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de quarta classe .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível ruim .,"[False, False, False, False, False, False, False, False, False, False, True, False]",Somos um carro novo rodando a todo vapor com combustível de eslavos vizinhos .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de água mineral .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de menino doente .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de alta temporada .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de navios imperiais .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de carta aberta .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de liderança tucana .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de corda bamba .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de vagas sucessivas .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Somos um carro novo rodando a todo vapor com combustível de primeira mão .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
rede social,redes sociais,"[True, True]",Veja as redes sociais como Facebook .,"[False, False, True, True, False, False, False]",Veja as redes sociais como Facebook .,"[True, True, True, True, True, True, True]",Veja as redes como Facebook .,"[False, False, True, False, False, False]",Veja as sociais como Facebook .,"[False, False, True, False, False, False]",Veja as redes normais como Facebook .,"[False, False, True, True, False, False, False]",Veja as coisas sociais como Facebook .,"[False, False, True, True, False, False, False]",Veja as redes comunitárias como Facebook .,"[False, False, True, True, False, False, False]",Veja as malhas sociais como Facebook .,"[False, False, True, True, False, False, False]",Veja as malhas comunitárias como Facebook .,"[False, False, True, True, False, False, False]",Veja as redes de contatos como Facebook .,"[False, False, True, True, True, False, False, False]",Veja a forma extraordinária como Facebook .,"[False, False, True, True, False, False, False]",Veja as cordas vocais como Facebook .,"[False, False, True, True, False, False, False]",Veja as novas empresas como Facebook .,"[False, False, True, True, False, False, False]",Veja as armas brancas como Facebook .,"[False, False, True, True, False, False, False]",Veja as grandes membros como Facebook .,"[False, False, True, True, False, False, False]",Veja as carnes brancas como Facebook .,"[False, False, True, True, False, False, False]",Veja as fé política como Facebook .,"[False, False, True, True, False, False, False]",Veja as segundas intenções como Facebook .,"[False, False, True, True, False, False, False]",Veja as ano melhores como Facebook .,"[False, False, True, True, False, False, False]",Veja as contas-correntes como Facebook .,"[False, False, True, False, False, False]"
regime político,regime político,"[True, True]",A democracia é o seu regime político .,"[False, False, False, False, False, True, True, False]",A democracia é o seu regime político .,"[True, True, True, True, True, True, True, True]",A democracia é o seu regime .,"[False, False, False, False, False, True, False]",A democracia é o seu político .,"[False, False, False, False, False, True, False]",A democracia é o seu regime normal .,"[False, False, False, False, False, True, True, False]",A democracia é o seu coiso político .,"[False, False, False, False, False, True, True, False]",A democracia é o seu regime parlamentar .,"[False, False, False, False, False, True, True, False]",A democracia é o seu sistema político .,"[False, False, False, False, False, True, True, False]",A democracia é o seu sistema parlamentar .,"[False, False, False, False, False, True, True, False]",A democracia é o seu sistema político .,"[False, False, False, False, False, True, True, False]",A democracia é o seu pedagogo social .,"[False, False, False, False, False, True, True, False]",A democracia é o seu círculo virtuoso .,"[False, False, False, False, False, True, True, False]",A democracia é o seu desnível social .,"[False, False, False, False, False, True, True, False]",A democracia é o seu pronto-socorro .,"[False, False, False, False, False, True, False]",A democracia é o seu construtivismo social .,"[False, False, False, False, False, True, True, False]",A democracia é o seu sangue frio .,"[False, False, False, False, False, True, True, False]",A democracia é a sua única carne .,"[False, False, False, False, False, True, True, False]",A democracia é o seu núcleo atômico .,"[False, False, False, False, False, True, True, False]",A democracia é a sua pertinência social .,"[False, False, False, False, False, True, True, False]",A democracia é o seu sistema político .,"[False, False, False, False, False, True, True, False]"
relógio analógico,relógio analógico,"[True, True]",Vem com formas coloridas e relógio analógico .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e relógio analógico .,"[True, True, True, True, True, True, True, True]",Vem com formas coloridas e relógio .,"[False, False, False, False, False, True, False]",Vem com formas coloridas e analógico .,"[False, False, False, False, False, True, False]",Vem com formas coloridas e relógio normal .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e coiso analógico .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e relógio análogo .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e temporizador analógico .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e temporizador análogo .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e relógios .,"[False, False, False, False, False, True, False]",Vem com formas coloridas e piscina oceânica .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e mau-olhado .,"[False, False, False, False, False, True, False]",Vem com formas coloridas e rodada derradeira .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e pé-direito .,"[False, False, False, False, False, True, False]",Vem com formas coloridas e escudos pagos .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e sexto sentido .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e recuo demográfico .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e pé quente .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e importações irregulares .,"[False, False, False, False, False, True, True, False]",Vem com formas coloridas e sangue azul .,"[False, False, False, False, False, True, True, False]"
relógio biológico,relógio biológico,"[True, True]",O relógio biológico responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O relógio biológico responde melhor se habituado a horários regulares .,"[True, True, True, True, True, True, True, True, True, True, True]",O relógio responde melhor se habituado a horários regulares .,"[False, True, False, False, False, False, False, False, False, False]",O biológico responde melhor se habituado a horários regulares .,"[False, True, False, False, False, False, False, False, False, False]",O relógio normal responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O coiso biológico responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O relógio orgânico responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O temporizador biológico responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O temporizador orgânico responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O relógio interno responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",A usina hidrelétrica responde melhor se habituada a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O prato feito responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",A pista asfáltica responde melhor se habituada a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O regime político responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",Os hábitos migratórios respondem melhor se habituados a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O disco rígido responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O muro gigante responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O carro-forte responde melhor se habituado a horários regulares .,"[False, True, False, False, False, False, False, False, False, False]",Os jornalistas moçambicanos respondem melhor se habituados a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]",O leite integral responde melhor se habituado a horários regulares .,"[False, True, True, False, False, False, False, False, False, False, False]"
reta final,reta final,"[True, True]",Estávamos na reta final de provas .,"[False, False, True, True, False, False, False]",Estávamos na reta final de provas .,"[True, True, True, True, True, True, True]",Estávamos na reta de provas .,"[False, False, True, False, False, False]",Estávamos na final de provas .,"[False, False, True, False, False, False]",Estávamos na reta normal de provas .,"[False, False, True, True, False, False, False]",Estávamos na coisa final de provas .,"[False, False, True, True, False, False, False]",Estávamos na última reta de provas .,"[False, False, True, True, False, False, False]",Estávamos na linha final de provas .,"[False, False, True, True, False, False, False]",Estávamos na última linha de provas .,"[False, False, True, True, False, False, False]",Estávamos no fim de provas .,"[False, False, True, False, False, False]",Estávamos no pedido internacional de provas .,"[False, False, True, True, False, False, False]",Estávamos na tela plana de provas .,"[False, False, True, True, False, False, False]",Estávamos no poderoso mercado de provas .,"[False, False, True, True, False, False, False]",Estávamos na secretária eletrônica de provas .,"[False, False, True, True, False, False, False]",Estávamos no antigo espaço de provas .,"[False, False, True, True, False, False, False]",Estávamos na tartaruga-marinha de provas .,"[False, False, True, False, False, False]",Estávamos na próprio criminoso de provas .,"[False, False, True, True, False, False, False]",Estávamos na sétima arte de provas .,"[False, False, True, True, False, False, False]",Estávamos no custo público de provas .,"[False, False, True, True, False, False, False]",Estávamos na ficha limpa de provas .,"[False, False, True, True, False, False, False]"
roda gigante,rodas gigante,"[True, True]","São rodas gigante , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São rodas gigante , trens de ferro , carrosséis .","[True, True, True, True, True, True, True, True, True, True]","São rodas , trens de ferro , carrosséis .","[False, True, False, False, False, False, False, False, False]","São gigantes , trens de ferro , carrosséis .","[False, True, False, False, False, False, False, False, False]","São rodas normais , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São coisos gigantes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São rodas enormes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São círculos gigantes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São círculos enormes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São brinquedos , trens de ferro , carrosséis .","[False, True, False, False, False, False, False, False, False]","São crimes transnacionais , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São salas cirúrgicas , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São histórias heroicas , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São luas novas , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São histórias excitantes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São colunas sociais , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São transferências ilegais , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São escadas rolantes , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São tarifas únicas , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]","São cordas vocais , trens de ferro , carrosséis .","[False, True, True, False, False, False, False, False, False, False]"
roleta russa,roleta russa,"[True, True]",De rejeição as eleições em São Paulo viraram uma espécie de roleta russa .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de roleta russa .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",De rejeição as eleições em São Paulo viraram uma espécie de roleta .,"[False, False, False, False, False, False, False, False, False, False, False, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de russa .,"[False, False, False, False, False, False, False, False, False, False, False, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de roleta normal .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de coisa russa .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de roleta moscovita .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de roda russa .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de roda moscovita .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de jogo de azar .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de inúmeros conjuntos .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de primeira infância .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de independência sindical .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de massa cinzenta .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de louça branca .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de carta aberta .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de duelo escolar .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de tela plana .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de vertiginosa viagem .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]",De rejeição as eleições em São Paulo viraram uma espécie de carne vermelha .,"[False, False, False, False, False, False, False, False, False, False, False, True, True, False]"
saia justa,saia justa,"[True, True]","Que saia justa , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que saia justa , muito constrangida tive que recusar .","[True, True, True, True, True, True, True, True, True, True]","Que saia , muito constrangida tive que recusar .","[False, True, False, False, False, False, False, False, False]","Que justa , muito constrangida tive que recusar .","[False, True, False, False, False, False, False, False, False]","Que saia normal , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que coisa justa , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que saia apertada , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que vestido justo , muito constrangido tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que vestido apertado , muito constrangido tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que situação difícil , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que rua residencial , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que tartaruga-marinha , muito constrangida tive que recusar .","[False, True, False, False, False, False, False, False, False]","Que governantes sérvios , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que água mineral , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que médicos psiquiatras , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que terceira idade , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que empregos alternativos , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que corda bamba , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que casal adulto , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]","Que força bruta , muito constrangida tive que recusar .","[False, True, True, False, False, False, False, False, False, False]"
sala cirúrgica,salas cirúrgicas,"[True, True]","Em essas instituições , leitos e salas cirúrgicas estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e salas cirúrgicas estão subutilizados .","[True, True, True, True, True, True, True, True, True, True, True]","Em essas instituições , leitos e salas estão subutilizados .","[False, False, False, False, False, False, True, False, False, False]","Em essas instituições , leitos e cirúrgicas estão subutilizados .","[False, False, False, False, False, False, True, False, False, False]","Em essas instituições , leitos e salas normais estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e coisas cirúrgicas estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e salas operatórias estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e salões cirúrgicos estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e salões operatórios estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e salas de cirurgia estão subutilizados .","[False, False, False, False, False, False, True, True, True, False, False, False]","Em essas instituições , leitos e método lógico estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e redes sociais estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e textos breves estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e contas-correntes estão subutilizados .","[False, False, False, False, False, False, True, False, False, False]","Em essas instituições , leitos e módulos estruturais estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e segundas intenções estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e livros inacabados estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e luas cheias estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e transferências internas estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]","Em essas instituições , leitos e rodas gigante estão subutilizados .","[False, False, False, False, False, False, True, True, False, False, False]"
