compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
terceira idade,terceira idade,"[True, True]",Vi até uma senhora de terceira idade de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de terceira idade de triciclo .,"[True, True, True, True, True, True, True, True, True, True]",Vi até uma senhora de terceira de triciclo .,"[False, False, False, False, False, True, False, False, False]",Vi até uma senhora de idade de triciclo .,"[False, False, False, False, False, True, False, False, False]",Vi até uma senhora de idade normal de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de terceira coisa de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de terceira vida de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de terça idade de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de terça vida de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora na velhice de triciclo .,"[False, False, False, False, False, True, False, False, False]",Vi até uma senhora de elementos quantitativos de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de caixa-forte de triciclo .,"[False, False, False, False, False, True, False, False, False]",Vi até uma senhora de distintos aspectos de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de secretária eletrônica de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de exposição semelhante de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de lua nova de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de relação sanguínea de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de água doce de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de berço histórico de triciclo .,"[False, False, False, False, False, True, True, False, False, False]",Vi até uma senhora de maré baixa de triciclo .,"[False, False, False, False, False, True, True, False, False, False]"
terceira pessoa,terceira pessoa,"[True, True]",Um exemplo de história em terceira pessoa é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em terceira pessoa é o Grande Gatsby de F . Scott Fitzgerald .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Um exemplo de história em terceira é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em pessoa é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em pessoa normal é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em terceira coisa é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em terceira personalidade é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em terça pessoa é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em terça personalidade é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em narrador externo é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em ondulação forte é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em sétima arte é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em forte insolação é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em gripe suína é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em acidez forte é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em carne branca é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em versão artificial é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em batata-doce é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em forte predomínio é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",Um exemplo de história em planta baixa é o Grande Gatsby de F . Scott Fitzgerald .,"[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]"
tiro livre,tiro livre,"[True, True]",Renan cobrou o tiro livre na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o tiro livre na trave e desperdiçou ótima oportunidade de marcar .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Renan cobrou o tiro na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o livre na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o tiro normal na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o coiso livre na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o tiro liberto na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o disparo livre na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o disparo liberto na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou a falta na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False]",Renan cobrou a magnífica noite na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o céu aberto na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o impulso forte na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o alto-falante na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False]",Renan cobrou os grupos sucessivos na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o pé quente na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o futebol digital na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o processo seletivo na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou a língua diplomática na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]",Renan cobrou o centro espírita na trave e desperdiçou ótima oportunidade de marcar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False]"
trabalho braçal,trabalho braçal,"[True, True]","Os que fazem trabalho braçal ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem trabalho braçal ao ar livre , talvez não necessitem de mais exercícios .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Os que fazem trabalho ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem braçal ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem trabalho normal ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem coiso braçal ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem trabalho braquial ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem tarefa braçal ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem tarefa braquial ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem trabalho manual ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem própria propaganda ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem amigo oculto ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem tempo humano ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem quadro-negro ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem ex tenente ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem algodão-doce ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem vendas própria ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem salão paroquial ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem ala própria ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","Os que fazem nó cego ao ar livre , talvez não necessitem de mais exercícios .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]"
trabalho escravo,trabalho escravo,"[True, True]",Utilizam - se muito deles para promover trabalho escravo .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover trabalho escravo .,"[True, True, True, True, True, True, True, True, True, True]",Utilizam - se muito deles para promover trabalho .,"[False, False, False, False, False, False, False, True, False]",Utilizam - se muito deles para promover escravo .,"[False, False, False, False, False, False, False, True, False]",Utilizam - se muito deles para promover trabalho normal .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover coiso escravo .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover trabalho prisioneiro .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover tarefa escrava .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover tarefa prisioneira .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover trabalho forçado .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover governo norte .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover juízo final .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover diferentes fatores .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover guarda-florestal .,"[False, False, False, False, False, False, False, True, False]",Utilizam - se muito deles para promover padrões novos .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover príncipe encantado .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover hora própria .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover sexto sentido .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover população civil .,"[False, False, False, False, False, False, False, True, True, False]",Utilizam - se muito deles para promover novo mundo .,"[False, False, False, False, False, False, False, True, True, False]"
vaca louca,vaca louca,"[True, True]",A doença da vaca louca apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da vaca louca apareceu quando o gado foi obrigado a se canibalizar .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",A doença da vaca apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False, False]",A doença da louca apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, False, False, False, False, False, False, False, False, False, False]",A doença da vaca normal apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da coisa louca apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da vaca demente apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença do boi louco apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença do boi demente apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da encefalopatia espongiforme apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença do complô papista apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da carne branca apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença das bochechas fofas apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da classe executiva apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença das veredas tortuosas apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da febre amarela apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da revascularização miocárdica apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da carta aberta apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença do hipotiroidismo congénito apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",A doença da roleta russa apareceu quando o gado foi obrigado a se canibalizar .,"[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]"
vinho branco,vinho branco,"[True, True]",Ponha meio copo de vinho branco seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de vinho branco seco e deixe evaporar .,"[True, True, True, True, True, True, True, True, True, True, True]",Ponha meio copo de vinho seco e deixe evaporar .,"[False, False, False, False, True, False, False, False, False, False]",Ponha meio copo de branco seco e deixe evaporar .,"[False, False, False, False, True, False, False, False, False, False]",Ponha meio copo de vinho normal seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de coiso branco seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de vinho alvo seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de champanhe branco seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de champanhe alvo seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de vinho seco e deixe evaporar .,"[False, False, False, False, True, False, False, False, False, False]",Ponha meio copo de acontecimentos cruciais secos e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de círculo vicioso seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de etapa válida seca e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de Amigo secreto seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de impasse democrático seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de livro aberto seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de numerosos domínios secos e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de novo mundo seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de ficção futurista seca e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]",Ponha meio copo de relógio analógico seco e deixe evaporar .,"[False, False, False, False, True, True, False, False, False, False, False]"
vinho tinto,vinho tinto,"[True, True]","Se você comprou um queijo menos maduro , escolha um vinho tinto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um vinho tinto encorpado .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Se você comprou um queijo menos maduro , escolha um vinho encorpado .","[False, False, False, False, False, False, False, False, False, False, True, False, False]","Se você comprou um queijo menos maduro , escolha um tinto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, False, False]","Se você comprou um queijo menos maduro , escolha um vinho normal encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um coiso tinto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um vinho tingido encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um champanhe tinto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um champanhe tingido encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um vinho vermelho encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um dolo específico encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um pronto-socorro encorpado .","[False, False, False, False, False, False, False, False, False, False, True, False, False]","Se você comprou um queijo menos maduro , escolha uns conteúdos livres encorpados .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um relógio biológico encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha umas guerras administrativas encorpadas .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um céu aberto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha uns eventuais complexos encorpados .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um sangue quente encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha umas inúmeras invenções encorpadas .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]","Se você comprou um queijo menos maduro , escolha um voto secreto encorpado .","[False, False, False, False, False, False, False, False, False, False, True, True, False, False]"
vista grossa,vista grossa,"[True, True]","Não faça vista grossa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça vista grossa para crimes , por menores que sejam .","[True, True, True, True, True, True, True, True, True, True, True, True]","Não faça vista para crimes , por menores que sejam .","[False, False, True, False, False, False, False, False, False, False, False]","Não faça grossa para crimes , por menores que sejam .","[False, False, True, False, False, False, False, False, False, False, False]","Não faça vista normal para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça coisa grossa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça vista espessa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça visão grossa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça visão espessa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não ignore para crimes , por menores que sejam .","[False, True, False, False, False, False, False, False, False, False]","Não faça invasão italiana para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça roleta russa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça logaritmos naturais para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça gripe aviária para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça capacidade representativa para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça massa cinzenta para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça informação correspondente para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça primeira infância para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça antigas palavras para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]","Não faça farinha integral para crimes , por menores que sejam .","[False, False, True, True, False, False, False, False, False, False, False, False]"
viva voz,viva voz,"[True, True]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de viva voz o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de viva voz o voto no Serra .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de viva o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de voz o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de voz normal o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de coisa viva o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de fala viva o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de voz ativa o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de fala ativa o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de voz alta o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de formas aparentes o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de mão-fechada o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de relação confusa o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de tartaruga-marinha o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de taxa bancária o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de roda gigante o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de consequente aumento o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de primeira mão o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de arte tribal o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]","Desafio qualquer pessoa a dizer que eu recomendei voto no Serra , que recomendei por escrito ou de terceira idade o voto no Serra .","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False]"
