compound,compound noun,compound noun_tag,original sentence,original sentence_tag,entire original sentence,entire original sentence_tag,original head only,original head only_tag,original modifier only,original modifier only_tag,generic modifier,generic modifier_tag,generic head,generic head_tag,synonym modifier,synonym modifier_tag,synonym head,synonym head_tag,synonym both,synonym both_tag,synonym for compound,synonym for compound_tag,nc rand freq sentence1,nc rand freq sentence1_tag,nc rand sentence1,nc rand sentence1_tag,nc rand freq sentence2,nc rand freq sentence2_tag,nc rand sentence2,nc rand sentence2_tag,nc rand freq sentence3,nc rand freq sentence3_tag,nc rand sentence3,nc rand sentence3_tag,nc rand freq sentence4,nc rand freq sentence4_tag,nc rand sentence4,nc rand sentence4_tag,nc rand freq sentence5,nc rand freq sentence5_tag,nc rand sentence5,nc rand sentence5_tag
reta final,reta final,"[True, True]",Foram nove partidas sem derrota na reta final .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na reta final .,"[True, True, True, True, True, True, True, True, True]",Foram nove partidas sem derrota na reta .,"[False, False, False, False, False, False, True, False]",Foram nove partidas sem derrota na final .,"[False, False, False, False, False, False, True, False]",Foram nove partidas sem derrota na reta normal .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na coisa final .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na última reta .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na linha final .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na última linha .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota no fim .,"[False, False, False, False, False, False, True, False]",Foram nove partidas sem derrota no accionista único .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na cerca viva .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota no poderoso mercado .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na ficha limpa .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota no antigo espaço .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na gripe suína .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota no próprio criminoso .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na terceira idade .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota no custo público .,"[False, False, False, False, False, False, True, True, False]",Foram nove partidas sem derrota na ovelha negra .,"[False, False, False, False, False, False, True, True, False]"
roda gigante,roda gigante,"[True, True]",A mais nova roda gigante de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova roda gigante de Londres provou ser um sucesso imediato .,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",A mais nova roda de Londres provou ser um sucesso imediato .,"[False, False, False, True, False, False, False, False, False, False, False, False]",A mais nova gigante de Londres provou ser um sucesso imediato .,"[False, False, False, True, False, False, False, False, False, False, False, False]",A mais nova roda normal de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova coisa gigante de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova roda enorme de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo círculo gigante de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo círculo enorme de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo brinquedo de Londres provou ser um sucesso imediato .,"[False, False, False, True, False, False, False, False, False, False, False, False]",Os mais novos crimes transnacionais de Londres provarom ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova massa cinzenta de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo leque vasto de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova vista grossa de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo fluxo térmico de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova gripe suína de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",O mais novo combustível químico de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova caixa-forte de Londres provou ser um sucesso imediato .,"[False, False, False, True, False, False, False, False, False, False, False, False]",As mais novas transferências ilegais de Londres provarom ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]",A mais nova secretária eletrônica de Londres provou ser um sucesso imediato .,"[False, False, False, True, True, False, False, False, False, False, False, False, False]"
roleta russa,roleta russa,"[True, True]","É uma roleta russa com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma roleta russa com todas as balas no revólver , feita pelos partidos .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","É uma roleta com todas as balas no revólver , feita pelos partidos .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False]","É uma russa com todas as balas no revólver , feita pelos partidos .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False]","É uma roleta normal com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma coisa russa com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma roleta moscovita com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma roda russa com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma roda moscovita com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É um jogo de azar com todas as balas no revólver , feito pelos partidos .","[False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma literatura apocalíptica com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma magia negra com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma independência sindical com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma carne vermelha com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma louça branca com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma carta aberta com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É um duelo escolar com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma planta baixa com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma vertiginosa viagem com todas as balas no revólver , feita pelos partidos .","[False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]","É uma montanha-russa com todas as balas no revólver , feita pelos partidos .","[False, False, True, False, False, False, False, False, False, False, False, False, False, False]"
saia justa,saia justa,"[True, True]","Agora , está em uma tremenda saia justa para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda saia justa para julgar os demais casos .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Agora , está em uma tremenda saia para julgar os demais casos .","[False, False, False, False, False, False, True, False, False, False, False, False, False]","Agora , está em uma tremenda justa para julgar os demais casos .","[False, False, False, False, False, False, True, False, False, False, False, False, False]","Agora , está em uma tremenda saia normal para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda coisa justa para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda saia apertada para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em um tremendo vestido justo para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em um tremendo vestido apertado para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda situação difícil para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda rua residencial para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda maré baixa para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda beleza genuína para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda secretária eletrônica para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uns tremendos médicos psiquiatras para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda roleta russa para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uns tremendos empregos alternativos para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda caixa-preta para julgar os demais casos .","[False, False, False, False, False, False, True, False, False, False, False, False, False]","Agora , está em um tremendo casal adulto para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]","Agora , está em uma tremenda comida caseira para julgar os demais casos .","[False, False, False, False, False, False, True, True, False, False, False, False, False, False]"
sala cirúrgica,salas cirúrgicas,"[True, True]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas cirúrgicas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas cirúrgicas .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e cirúrgicas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas normais .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e coisas cirúrgicas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas operatórias .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salões cirúrgicos .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salões operatórios .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas de cirurgia .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e métodos lógicos .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e luas cheias .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e textos breves .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e estrelas cadentes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e módulos estruturais .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e carnes brancas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e livros inacabados .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e luas nova .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e transferências internas .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]",Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e contas-correntes .,"[False, False, False, False, False, False, False, False, False, False, False, False, True, False]"
salão paroquial,salões paroquiais,"[True, True]","Lá íamos nós para os salões paroquiais , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os salões paroquiais , as igrejas , os clubes .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Lá íamos nós para os salões , as igrejas , os clubes .","[False, False, False, False, False, True, False, False, False, False, False, False, False]","Lá íamos nós para os paroquiais , as igrejas , os clubes .","[False, False, False, False, False, True, False, False, False, False, False, False, False]","Lá íamos nós para os salões normais , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os coisos paroquiais , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os salões diocesanos , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para as salas paroquiais , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para as salas diocesanas , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os salões da igreja , as igrejas , os clubes .","[False, False, False, False, False, True, True, True, False, False, False, False, False, False, False]","Lá íamos nós para a preferência automática , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os pontos cegos , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para o hotel ecológico , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os vôos domésticos , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para a ferramenta preciosa , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os pontos fortes , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para a liberalização progressiva , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os caixeiros viajantes , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os agricultores austríacos , as igrejas , os clubes .","[False, False, False, False, False, True, True, False, False, False, False, False, False, False]","Lá íamos nós para os gatos-pingados , as igrejas , os clubes .","[False, False, False, False, False, True, False, False, False, False, False, False, False]"
sangue azul,sangue azul,"[True, True]","Ainda mais curioso , Washington não fora o único presidente americano a ter sangue azul .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter sangue azul .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Ainda mais curioso , Washington não fora o único presidente americano a ter sangue .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter azul .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter sangue normal .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter coiso azul .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter sangue anil .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter plasma azul .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter plasma anil .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter nobreza .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter fixação anual .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter olho nu .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter mecanismo permanente .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter amor-próprio .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter eventos publicitários .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter vinho tinto .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter time holandês .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter novo mundo .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter condessa italiana .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False]","Ainda mais curioso , Washington não fora o único presidente americano a ter pão-duro .","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]"
sangue frio,sangue frio,"[True, True]",O assassinato de 11 deputados colombianos a sangue frio !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a sangue frio !,"[True, True, True, True, True, True, True, True, True, True]",O assassinato de 11 deputados colombianos a sangue !,"[False, False, False, False, False, False, False, True, False]",O assassinato de 11 deputados colombianos a frio !,"[False, False, False, False, False, False, False, True, False]",O assassinato de 11 deputados colombianos a sangue normal !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a coiso frio !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a sangue fresco !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a plasma frio !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a plasma fresco !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos sem piedade !,"[False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a intervenção correctora !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a acampamento militar !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a projecto impossível !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a papel higiênico !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a prática habitual !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a sexto sentido !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a conselho administrativo !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a pavio curto !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a conversão interna !,"[False, False, False, False, False, False, False, True, True, False]",O assassinato de 11 deputados colombianos a regime político !,"[False, False, False, False, False, False, False, True, True, False]"
sangue quente,sangue quente,"[True, True]",A hispânia é um local cheio de pessoas de sangue quente e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de sangue quente e turistas .,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True]",A hispânia é um local cheio de pessoas de sangue e turistas .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",A hispânia é um local cheio de pessoas de quente e turistas .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",A hispânia é um local cheio de pessoas de sangue normal e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de coiso quente e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de sangue cálido e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de plasma quente e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de plasma cálido e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de raiva e turistas .,"[False, False, False, False, False, False, False, False, False, True, False, False, False]",A hispânia é um local cheio de pessoas de probabilidade baixa e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de pé quente e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de linhas fluviais e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de sangue frio e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de decisões familiares e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de sinal verde e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de dificuldades objectivas e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de vinho tinto e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de bancos britânicos e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]",A hispânia é um local cheio de pessoas de ar condicionado e turistas .,"[False, False, False, False, False, False, False, False, False, True, True, False, False, False]"
secretária eletrônica,secretária eletrônica,"[True, True]","Finja ser uma secretária eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma secretária eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","Finja ser uma secretária , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma secretária normal , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma coisa eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma secretária digital , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma ajudante eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma ajudante digital , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma resposta automática , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser um método expositivo , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma tela plana , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser um drama trágico , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma alta temporada , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser umas manifestações separatistas , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma lista negra , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma diplomacia africana , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma ovelha negra , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma fortificação romana , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","Finja ser uma carta aberta , do pior jeito que você conseguir para ele perceber que está falando com um louco .","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
segundas intenções,segundas intenções,"[True, True]","Ele manda uma cartinha meio sacana , cheia de segundas intenções .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de segundas intenções .","[True, True, True, True, True, True, True, True, True, True, True, True]","Ele manda uma cartinha meio sacana , cheia de segundas .","[False, False, False, False, False, False, False, False, False, True, False]","Ele manda uma cartinha meio sacana , cheia de intenções .","[False, False, False, False, False, False, False, False, False, True, False]","Ele manda uma cartinha meio sacana , cheia de intenções normais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de segundas coisas .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de segundos propósitos .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de intenções secundárias .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de propósitos secundários .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de malícia .","[False, False, False, False, False, False, False, False, False, True, False]","Ele manda uma cartinha meio sacana , cheia de músicos nativos .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de primeiras necessidades .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de vestígios mínimos .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de armas brancas .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de exportações britânicas .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de cordas vocais .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de consequentes exclusões .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de luas nova .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de directivas antidiscriminação .","[False, False, False, False, False, False, False, False, False, True, True, False]","Ele manda uma cartinha meio sacana , cheia de estrelas cadentes .","[False, False, False, False, False, False, False, False, False, True, True, False]"
